state,pollster_rating_name,pollscore,candidate_name,pct,sample_size,start_date,end_date,days_to_election,recency_weight,total_weight,pollster_reliability_adjustment
Ohio,The New York Times/Siena College,-1.5,Kamala Harris,44,687,9/21/24,9/26/24,40,0.025,-25.762500000000003,-0.3
Ohio,The New York Times/Siena College,-1.5,Donald Trump,50,687,9/21/24,9/26/24,40,0.025,-25.762500000000003,-0.3
Ohio,The New York Times/Siena College,-1.5,Kamala Harris,43,687,9/21/24,9/26/24,40,0.025,-25.762500000000003,-0.3
Ohio,The New York Times/Siena College,-1.5,Donald Trump,49,687,9/21/24,9/26/24,40,0.025,-25.762500000000003,-0.3
Ohio,The New York Times/Siena College,-1.5,Jill Stein,2,687,9/21/24,9/26/24,40,0.025,-25.762500000000003,-0.3
Ohio,The New York Times/Siena College,-1.5,Chase Oliver,2,687,9/21/24,9/26/24,40,0.025,-25.762500000000003,-0.3
Wisconsin,The New York Times/Siena College,-1.5,Kamala Harris,49,680,9/21/24,9/26/24,40,0.025,-25.5,-0.3
Wisconsin,The New York Times/Siena College,-1.5,Donald Trump,47,680,9/21/24,9/26/24,40,0.025,-25.5,-0.3
Wisconsin,The New York Times/Siena College,-1.5,Kamala Harris,48,680,9/21/24,9/26/24,40,0.025,-25.5,-0.3
Wisconsin,The New York Times/Siena College,-1.5,Donald Trump,45,680,9/21/24,9/26/24,40,0.025,-25.5,-0.3
Wisconsin,The New York Times/Siena College,-1.5,Jill Stein,1,680,9/21/24,9/26/24,40,0.025,-25.5,-0.3
Wisconsin,The New York Times/Siena College,-1.5,Chase Oliver,2,680,9/21/24,9/26/24,40,0.025,-25.5,-0.3
Wisconsin,The New York Times/Siena College,-1.5,Kamala Harris,49,680,9/21/24,9/26/24,40,0.025,-25.5,-0.3
Wisconsin,The New York Times/Siena College,-1.5,Donald Trump,47,680,9/21/24,9/26/24,40,0.025,-25.5,-0.3
Wisconsin,The New York Times/Siena College,-1.5,Kamala Harris,48,680,9/21/24,9/26/24,40,0.025,-25.5,-0.3
Wisconsin,The New York Times/Siena College,-1.5,Donald Trump,46,680,9/21/24,9/26/24,40,0.025,-25.5,-0.3
Wisconsin,The New York Times/Siena College,-1.5,Jill Stein,1,680,9/21/24,9/26/24,40,0.025,-25.5,-0.3
Wisconsin,The New York Times/Siena College,-1.5,Chase Oliver,2,680,9/21/24,9/26/24,40,0.025,-25.5,-0.3
Wisconsin,Marquette University Law School,-1.1,Kamala Harris,52,882,9/18/24,9/26/24,40,0.025,-24.255000000000003,-0.2
Wisconsin,Marquette University Law School,-1.1,Donald Trump,48,882,9/18/24,9/26/24,40,0.025,-24.255000000000003,-0.2
Wisconsin,Marquette University Law School,-1.1,Kamala Harris,52,798,9/18/24,9/26/24,40,0.025,-21.945000000000004,-0.2
Wisconsin,Marquette University Law School,-1.1,Donald Trump,48,798,9/18/24,9/26/24,40,0.025,-21.945000000000004,-0.2
Wisconsin,Marquette University Law School,-1.1,Kamala Harris,48,882,9/18/24,9/26/24,40,0.025,-24.255000000000003,-0.2
Wisconsin,Marquette University Law School,-1.1,Donald Trump,44,882,9/18/24,9/26/24,40,0.025,-24.255000000000003,-0.2
Wisconsin,Marquette University Law School,-1.1,Robert F. Kennedy,3,882,9/18/24,9/26/24,40,0.025,-24.255000000000003,-0.2
Wisconsin,Marquette University Law School,-1.1,Chase Oliver,1,882,9/18/24,9/26/24,40,0.025,-24.255000000000003,-0.2
Wisconsin,Marquette University Law School,-1.1,Jill Stein,1,882,9/18/24,9/26/24,40,0.025,-24.255000000000003,-0.2
Wisconsin,Marquette University Law School,-1.1,Randall A. Terry,1,882,9/18/24,9/26/24,40,0.025,-24.255000000000003,-0.2
Wisconsin,Marquette University Law School,-1.1,Cornel West,0,882,9/18/24,9/26/24,40,0.025,-24.255000000000003,-0.2
Wisconsin,Marquette University Law School,-1.1,Claudia De La Cruz,0,882,9/18/24,9/26/24,40,0.025,-24.255000000000003,-0.2
Wisconsin,Marquette University Law School,-1.1,Kamala Harris,49,798,9/18/24,9/26/24,40,0.025,-21.945000000000004,-0.2
Wisconsin,Marquette University Law School,-1.1,Donald Trump,44,798,9/18/24,9/26/24,40,0.025,-21.945000000000004,-0.2
Wisconsin,Marquette University Law School,-1.1,Robert F. Kennedy,3,798,9/18/24,9/26/24,40,0.025,-21.945000000000004,-0.2
Wisconsin,Marquette University Law School,-1.1,Chase Oliver,1,798,9/18/24,9/26/24,40,0.025,-21.945000000000004,-0.2
Wisconsin,Marquette University Law School,-1.1,Jill Stein,1,798,9/18/24,9/26/24,40,0.025,-21.945000000000004,-0.2
Wisconsin,Marquette University Law School,-1.1,Randall A. Terry,1,798,9/18/24,9/26/24,40,0.025,-21.945000000000004,-0.2
Wisconsin,Marquette University Law School,-1.1,Cornel West,0,798,9/18/24,9/26/24,40,0.025,-21.945000000000004,-0.2
Wisconsin,Marquette University Law School,-1.1,Claudia De La Cruz,0,798,9/18/24,9/26/24,40,0.025,-21.945000000000004,-0.2
Nevada,TIPP Insights,-0.4,Kamala Harris,48,1044,9/23/24,9/25/24,41,0.024390243902439025,-10.185365853658537,-0.1
Nevada,TIPP Insights,-0.4,Donald Trump,43.9,1044,9/23/24,9/25/24,41,0.024390243902439025,-10.185365853658537,-0.1
Nevada,TIPP Insights,-0.4,Kamala Harris,49.2,736,9/23/24,9/25/24,41,0.024390243902439025,-7.18048780487805,-0.1
Nevada,TIPP Insights,-0.4,Donald Trump,47.9,736,9/23/24,9/25/24,41,0.024390243902439025,-7.18048780487805,-0.1
Nevada,TIPP Insights,-0.4,Kamala Harris,47.6,1044,9/23/24,9/25/24,41,0.024390243902439025,-10.185365853658537,-0.1
Nevada,TIPP Insights,-0.4,Donald Trump,43.3,1044,9/23/24,9/25/24,41,0.024390243902439025,-10.185365853658537,-0.1
Nevada,TIPP Insights,-0.4,Cornel West,1.1,1044,9/23/24,9/25/24,41,0.024390243902439025,-10.185365853658537,-0.1
Nevada,TIPP Insights,-0.4,Jill Stein,0.2,1044,9/23/24,9/25/24,41,0.024390243902439025,-10.185365853658537,-0.1
Nevada,TIPP Insights,-0.4,Kamala Harris,49.7,736,9/23/24,9/25/24,41,0.024390243902439025,-7.18048780487805,-0.1
Nevada,TIPP Insights,-0.4,Donald Trump,48.5,736,9/23/24,9/25/24,41,0.024390243902439025,-7.18048780487805,-0.1
Nevada,TIPP Insights,-0.4,Cornel West,0.3,736,9/23/24,9/25/24,41,0.024390243902439025,-7.18048780487805,-0.1
Nevada,TIPP Insights,-0.4,Jill Stein,0.1,736,9/23/24,9/25/24,41,0.024390243902439025,-7.18048780487805,-0.1
New York,Emerson College,-1.1,Kamala Harris,55.5,1000,9/23/24,9/25/24,41,0.024390243902439025,-26.82926829268293,-0.2
New York,Emerson College,-1.1,Donald Trump,41.6,1000,9/23/24,9/25/24,41,0.024390243902439025,-26.82926829268293,-0.2
Florida,McLaughlin & Associates,1.6,Kamala Harris,46,1200,9/23/24,9/25/24,41,0.024390243902439025,46.829268292682926,0.3
Florida,McLaughlin & Associates,1.6,Donald Trump,51,1200,9/23/24,9/25/24,41,0.024390243902439025,46.829268292682926,0.3
Florida,Victory Insights,0.1,Kamala Harris,44.9,600,9/22/24,9/25/24,41,0.024390243902439025,1.4634146341463414,0
Florida,Victory Insights,0.1,Donald Trump,46.9,600,9/22/24,9/25/24,41,0.024390243902439025,1.4634146341463414,0
North Carolina,CNN,-0.6,Kamala Harris,48,931,9/20/24,9/25/24,41,0.024390243902439025,-13.62439024390244,-0.1
North Carolina,CNN,-0.6,Donald Trump,48,931,9/20/24,9/25/24,41,0.024390243902439025,-13.62439024390244,-0.1
North Carolina,CNN,-0.6,Cornel West,1,931,9/20/24,9/25/24,41,0.024390243902439025,-13.62439024390244,-0.1
North Carolina,CNN,-0.6,Jill Stein,0,931,9/20/24,9/25/24,41,0.024390243902439025,-13.62439024390244,-0.1
North Carolina,CNN,-0.6,Chase Oliver,1,931,9/20/24,9/25/24,41,0.024390243902439025,-13.62439024390244,-0.1
Nebraska CD-2,CNN,-0.6,Kamala Harris,53,749,9/20/24,9/25/24,41,0.024390243902439025,-10.960975609756098,-0.1
Nebraska CD-2,CNN,-0.6,Donald Trump,42,749,9/20/24,9/25/24,41,0.024390243902439025,-10.960975609756098,-0.1
Nebraska CD-2,CNN,-0.6,Cornel West,1,749,9/20/24,9/25/24,41,0.024390243902439025,-10.960975609756098,-0.1
Nebraska CD-2,CNN,-0.6,Jill Stein,1,749,9/20/24,9/25/24,41,0.024390243902439025,-10.960975609756098,-0.1
Nebraska CD-2,CNN,-0.6,Chase Oliver,1,749,9/20/24,9/25/24,41,0.024390243902439025,-10.960975609756098,-0.1
Arizona,AtlasIntel,-0.8,Kamala Harris,48.6,946,9/20/24,9/25/24,41,0.024390243902439025,-18.458536585365856,-0.2
Arizona,AtlasIntel,-0.8,Donald Trump,49.7,946,9/20/24,9/25/24,41,0.024390243902439025,-18.458536585365856,-0.2
Arizona,AtlasIntel,-0.8,Jill Stein,0.4,946,9/20/24,9/25/24,41,0.024390243902439025,-18.458536585365856,-0.2
Arizona,AtlasIntel,-0.8,Kamala Harris,48.6,946,9/20/24,9/25/24,41,0.024390243902439025,-18.458536585365856,-0.2
Arizona,AtlasIntel,-0.8,Donald Trump,49.8,946,9/20/24,9/25/24,41,0.024390243902439025,-18.458536585365856,-0.2
Michigan,AtlasIntel,-0.8,Kamala Harris,46.6,918,9/20/24,9/25/24,41,0.024390243902439025,-17.91219512195122,-0.2
Michigan,AtlasIntel,-0.8,Donald Trump,50.4,918,9/20/24,9/25/24,41,0.024390243902439025,-17.91219512195122,-0.2
Michigan,AtlasIntel,-0.8,Jill Stein,1.5,918,9/20/24,9/25/24,41,0.024390243902439025,-17.91219512195122,-0.2
Michigan,AtlasIntel,-0.8,Robert F. Kennedy,0.1,918,9/20/24,9/25/24,41,0.024390243902439025,-17.91219512195122,-0.2
Michigan,AtlasIntel,-0.8,Chase Oliver,0,918,9/20/24,9/25/24,41,0.024390243902439025,-17.91219512195122,-0.2
Michigan,AtlasIntel,-0.8,Kamala Harris,47.2,918,9/20/24,9/25/24,41,0.024390243902439025,-17.91219512195122,-0.2
Michigan,AtlasIntel,-0.8,Donald Trump,50.6,918,9/20/24,9/25/24,41,0.024390243902439025,-17.91219512195122,-0.2
Nevada,AtlasIntel,-0.8,Kamala Harris,50.6,858,9/20/24,9/25/24,41,0.024390243902439025,-16.74146341463415,-0.2
Nevada,AtlasIntel,-0.8,Donald Trump,47.7,858,9/20/24,9/25/24,41,0.024390243902439025,-16.74146341463415,-0.2
Nevada,AtlasIntel,-0.8,Jill Stein,1,858,9/20/24,9/25/24,41,0.024390243902439025,-16.74146341463415,-0.2
Nevada,AtlasIntel,-0.8,Kamala Harris,50.5,858,9/20/24,9/25/24,41,0.024390243902439025,-16.74146341463415,-0.2
Nevada,AtlasIntel,-0.8,Donald Trump,47.7,858,9/20/24,9/25/24,41,0.024390243902439025,-16.74146341463415,-0.2
Pennsylvania,AtlasIntel,-0.8,Kamala Harris,48,1775,9/20/24,9/25/24,41,0.024390243902439025,-34.63414634146341,-0.2
Pennsylvania,AtlasIntel,-0.8,Donald Trump,50.6,1775,9/20/24,9/25/24,41,0.024390243902439025,-34.63414634146341,-0.2
Pennsylvania,AtlasIntel,-0.8,Chase Oliver,0.4,1775,9/20/24,9/25/24,41,0.024390243902439025,-34.63414634146341,-0.2
Pennsylvania,AtlasIntel,-0.8,Jill Stein,0,1775,9/20/24,9/25/24,41,0.024390243902439025,-34.63414634146341,-0.2
Pennsylvania,AtlasIntel,-0.8,Kamala Harris,48.1,1775,9/20/24,9/25/24,41,0.024390243902439025,-34.63414634146341,-0.2
Pennsylvania,AtlasIntel,-0.8,Donald Trump,51,1775,9/20/24,9/25/24,41,0.024390243902439025,-34.63414634146341,-0.2
Wisconsin,AtlasIntel,-0.8,Kamala Harris,48.2,1077,9/20/24,9/25/24,41,0.024390243902439025,-21.014634146341464,-0.2
Wisconsin,AtlasIntel,-0.8,Donald Trump,49.6,1077,9/20/24,9/25/24,41,0.024390243902439025,-21.014634146341464,-0.2
Wisconsin,AtlasIntel,-0.8,Chase Oliver,1,1077,9/20/24,9/25/24,41,0.024390243902439025,-21.014634146341464,-0.2
Wisconsin,AtlasIntel,-0.8,Jill Stein,0.9,1077,9/20/24,9/25/24,41,0.024390243902439025,-21.014634146341464,-0.2
Wisconsin,AtlasIntel,-0.8,Robert F. Kennedy,0.2,1077,9/20/24,9/25/24,41,0.024390243902439025,-21.014634146341464,-0.2
Wisconsin,AtlasIntel,-0.8,Cornel West,0,1077,9/20/24,9/25/24,41,0.024390243902439025,-21.014634146341464,-0.2
Wisconsin,AtlasIntel,-0.8,Kamala Harris,48.2,1077,9/20/24,9/25/24,41,0.024390243902439025,-21.014634146341464,-0.2
Wisconsin,AtlasIntel,-0.8,Donald Trump,49.7,1077,9/20/24,9/25/24,41,0.024390243902439025,-21.014634146341464,-0.2
North Carolina,AtlasIntel,-0.8,Kamala Harris,50.8,1173,9/20/24,9/25/24,41,0.024390243902439025,-22.887804878048783,-0.2
North Carolina,AtlasIntel,-0.8,Donald Trump,47.3,1173,9/20/24,9/25/24,41,0.024390243902439025,-22.887804878048783,-0.2
North Carolina,AtlasIntel,-0.8,Jill Stein,0.9,1173,9/20/24,9/25/24,41,0.024390243902439025,-22.887804878048783,-0.2
North Carolina,AtlasIntel,-0.8,Cornel West,0.6,1173,9/20/24,9/25/24,41,0.024390243902439025,-22.887804878048783,-0.2
North Carolina,AtlasIntel,-0.8,Chase Oliver,0.2,1173,9/20/24,9/25/24,41,0.024390243902439025,-22.887804878048783,-0.2
North Carolina,AtlasIntel,-0.8,Kamala Harris,50.5,1173,9/20/24,9/25/24,41,0.024390243902439025,-22.887804878048783,-0.2
North Carolina,AtlasIntel,-0.8,Donald Trump,48.1,1173,9/20/24,9/25/24,41,0.024390243902439025,-22.887804878048783,-0.2
Georgia,AtlasIntel,-0.8,Kamala Harris,49,1200,9/20/24,9/25/24,41,0.024390243902439025,-23.414634146341463,-0.2
Georgia,AtlasIntel,-0.8,Donald Trump,49.3,1200,9/20/24,9/25/24,41,0.024390243902439025,-23.414634146341463,-0.2
Georgia,AtlasIntel,-0.8,Chase Oliver,0.1,1200,9/20/24,9/25/24,41,0.024390243902439025,-23.414634146341463,-0.2
Georgia,AtlasIntel,-0.8,Cornel West,0,1200,9/20/24,9/25/24,41,0.024390243902439025,-23.414634146341463,-0.2
Georgia,AtlasIntel,-0.8,Kamala Harris,49,1200,9/20/24,9/25/24,41,0.024390243902439025,-23.414634146341463,-0.2
Georgia,AtlasIntel,-0.8,Donald Trump,49.6,1200,9/20/24,9/25/24,41,0.024390243902439025,-23.414634146341463,-0.2
Arizona,Morning Consult,-0.3,Kamala Harris,49,977,9/19/24,9/25/24,41,0.024390243902439025,-7.148780487804878,-0.1
Arizona,Morning Consult,-0.3,Donald Trump,46,977,9/19/24,9/25/24,41,0.024390243902439025,-7.148780487804878,-0.1
Arizona,Morning Consult,-0.3,Jill Stein,1,977,9/19/24,9/25/24,41,0.024390243902439025,-7.148780487804878,-0.1
Arizona,Morning Consult,-0.3,Chase Oliver,2,977,9/19/24,9/25/24,41,0.024390243902439025,-7.148780487804878,-0.1
Arizona,Morning Consult,-0.3,Kamala Harris,50,977,9/19/24,9/25/24,41,0.024390243902439025,-7.148780487804878,-0.1
Arizona,Morning Consult,-0.3,Donald Trump,47,977,9/19/24,9/25/24,41,0.024390243902439025,-7.148780487804878,-0.1
Arizona,Morning Consult,-0.3,Kamala Harris,49,926,9/19/24,9/25/24,41,0.024390243902439025,-6.775609756097562,-0.1
Arizona,Morning Consult,-0.3,Donald Trump,46,926,9/19/24,9/25/24,41,0.024390243902439025,-6.775609756097562,-0.1
Arizona,Morning Consult,-0.3,Jill Stein,1,926,9/19/24,9/25/24,41,0.024390243902439025,-6.775609756097562,-0.1
Arizona,Morning Consult,-0.3,Chase Oliver,2,926,9/19/24,9/25/24,41,0.024390243902439025,-6.775609756097562,-0.1
Arizona,Morning Consult,-0.3,Kamala Harris,50,926,9/19/24,9/25/24,41,0.024390243902439025,-6.775609756097562,-0.1
Arizona,Morning Consult,-0.3,Donald Trump,47,926,9/19/24,9/25/24,41,0.024390243902439025,-6.775609756097562,-0.1
Georgia,Morning Consult,-0.3,Kamala Harris,48,989,9/19/24,9/25/24,41,0.024390243902439025,-7.236585365853658,-0.1
Georgia,Morning Consult,-0.3,Donald Trump,47,989,9/19/24,9/25/24,41,0.024390243902439025,-7.236585365853658,-0.1
Georgia,Morning Consult,-0.3,Jill Stein,0,989,9/19/24,9/25/24,41,0.024390243902439025,-7.236585365853658,-0.1
Georgia,Morning Consult,-0.3,Chase Oliver,3,989,9/19/24,9/25/24,41,0.024390243902439025,-7.236585365853658,-0.1
Georgia,Morning Consult,-0.3,Kamala Harris,48,989,9/19/24,9/25/24,41,0.024390243902439025,-7.236585365853658,-0.1
Georgia,Morning Consult,-0.3,Donald Trump,47,989,9/19/24,9/25/24,41,0.024390243902439025,-7.236585365853658,-0.1
Georgia,Morning Consult,-0.3,Kamala Harris,48,913,9/19/24,9/25/24,41,0.024390243902439025,-6.680487804878048,-0.1
Georgia,Morning Consult,-0.3,Donald Trump,48,913,9/19/24,9/25/24,41,0.024390243902439025,-6.680487804878048,-0.1
Georgia,Morning Consult,-0.3,Jill Stein,0,913,9/19/24,9/25/24,41,0.024390243902439025,-6.680487804878048,-0.1
Georgia,Morning Consult,-0.3,Chase Oliver,2,913,9/19/24,9/25/24,41,0.024390243902439025,-6.680487804878048,-0.1
Georgia,Morning Consult,-0.3,Kamala Harris,49,913,9/19/24,9/25/24,41,0.024390243902439025,-6.680487804878048,-0.1
Georgia,Morning Consult,-0.3,Donald Trump,49,913,9/19/24,9/25/24,41,0.024390243902439025,-6.680487804878048,-0.1
Michigan,Morning Consult,-0.3,Kamala Harris,49,894,9/19/24,9/25/24,41,0.024390243902439025,-6.541463414634146,-0.1
Michigan,Morning Consult,-0.3,Donald Trump,45,894,9/19/24,9/25/24,41,0.024390243902439025,-6.541463414634146,-0.1
Michigan,Morning Consult,-0.3,Jill Stein,1,894,9/19/24,9/25/24,41,0.024390243902439025,-6.541463414634146,-0.1
Michigan,Morning Consult,-0.3,Chase Oliver,2,894,9/19/24,9/25/24,41,0.024390243902439025,-6.541463414634146,-0.1
Michigan,Morning Consult,-0.3,Kamala Harris,49,894,9/19/24,9/25/24,41,0.024390243902439025,-6.541463414634146,-0.1
Michigan,Morning Consult,-0.3,Donald Trump,47,894,9/19/24,9/25/24,41,0.024390243902439025,-6.541463414634146,-0.1
Michigan,Morning Consult,-0.3,Kamala Harris,50,800,9/19/24,9/25/24,41,0.024390243902439025,-5.853658536585366,-0.1
Michigan,Morning Consult,-0.3,Donald Trump,46,800,9/19/24,9/25/24,41,0.024390243902439025,-5.853658536585366,-0.1
Michigan,Morning Consult,-0.3,Jill Stein,1,800,9/19/24,9/25/24,41,0.024390243902439025,-5.853658536585366,-0.1
Michigan,Morning Consult,-0.3,Chase Oliver,1,800,9/19/24,9/25/24,41,0.024390243902439025,-5.853658536585366,-0.1
Michigan,Morning Consult,-0.3,Kamala Harris,50,800,9/19/24,9/25/24,41,0.024390243902439025,-5.853658536585366,-0.1
Michigan,Morning Consult,-0.3,Donald Trump,47,800,9/19/24,9/25/24,41,0.024390243902439025,-5.853658536585366,-0.1
Nevada,Morning Consult,-0.3,Kamala Harris,46,574,9/19/24,9/25/24,41,0.024390243902439025,-4.2,-0.1
Nevada,Morning Consult,-0.3,Donald Trump,44,574,9/19/24,9/25/24,41,0.024390243902439025,-4.2,-0.1
Nevada,Morning Consult,-0.3,Jill Stein,3,574,9/19/24,9/25/24,41,0.024390243902439025,-4.2,-0.1
Nevada,Morning Consult,-0.3,Chase Oliver,4,574,9/19/24,9/25/24,41,0.024390243902439025,-4.2,-0.1
Nevada,Morning Consult,-0.3,Kamala Harris,49,574,9/19/24,9/25/24,41,0.024390243902439025,-4.2,-0.1
Nevada,Morning Consult,-0.3,Donald Trump,45,574,9/19/24,9/25/24,41,0.024390243902439025,-4.2,-0.1
Nevada,Morning Consult,-0.3,Kamala Harris,50,516,9/19/24,9/25/24,41,0.024390243902439025,-3.7756097560975608,-0.1
Nevada,Morning Consult,-0.3,Donald Trump,44,516,9/19/24,9/25/24,41,0.024390243902439025,-3.7756097560975608,-0.1
Nevada,Morning Consult,-0.3,Jill Stein,2,516,9/19/24,9/25/24,41,0.024390243902439025,-3.7756097560975608,-0.1
Nevada,Morning Consult,-0.3,Chase Oliver,2,516,9/19/24,9/25/24,41,0.024390243902439025,-3.7756097560975608,-0.1
Nevada,Morning Consult,-0.3,Kamala Harris,52,516,9/19/24,9/25/24,41,0.024390243902439025,-3.7756097560975608,-0.1
Nevada,Morning Consult,-0.3,Donald Trump,45,516,9/19/24,9/25/24,41,0.024390243902439025,-3.7756097560975608,-0.1
North Carolina,Morning Consult,-0.3,Kamala Harris,48,889,9/19/24,9/25/24,41,0.024390243902439025,-6.504878048780488,-0.1
North Carolina,Morning Consult,-0.3,Donald Trump,46,889,9/19/24,9/25/24,41,0.024390243902439025,-6.504878048780488,-0.1
North Carolina,Morning Consult,-0.3,Jill Stein,1,889,9/19/24,9/25/24,41,0.024390243902439025,-6.504878048780488,-0.1
North Carolina,Morning Consult,-0.3,Chase Oliver,3,889,9/19/24,9/25/24,41,0.024390243902439025,-6.504878048780488,-0.1
North Carolina,Morning Consult,-0.3,Kamala Harris,50,889,9/19/24,9/25/24,41,0.024390243902439025,-6.504878048780488,-0.1
North Carolina,Morning Consult,-0.3,Donald Trump,47,889,9/19/24,9/25/24,41,0.024390243902439025,-6.504878048780488,-0.1
North Carolina,Morning Consult,-0.3,Kamala Harris,49,828,9/19/24,9/25/24,41,0.024390243902439025,-6.058536585365854,-0.1
North Carolina,Morning Consult,-0.3,Donald Trump,47,828,9/19/24,9/25/24,41,0.024390243902439025,-6.058536585365854,-0.1
North Carolina,Morning Consult,-0.3,Jill Stein,0,828,9/19/24,9/25/24,41,0.024390243902439025,-6.058536585365854,-0.1
North Carolina,Morning Consult,-0.3,Chase Oliver,2,828,9/19/24,9/25/24,41,0.024390243902439025,-6.058536585365854,-0.1
North Carolina,Morning Consult,-0.3,Kamala Harris,50,828,9/19/24,9/25/24,41,0.024390243902439025,-6.058536585365854,-0.1
North Carolina,Morning Consult,-0.3,Donald Trump,48,828,9/19/24,9/25/24,41,0.024390243902439025,-6.058536585365854,-0.1
Pennsylvania,Morning Consult,-0.3,Kamala Harris,50,993,9/19/24,9/25/24,41,0.024390243902439025,-7.265853658536585,-0.1
Pennsylvania,Morning Consult,-0.3,Donald Trump,44,993,9/19/24,9/25/24,41,0.024390243902439025,-7.265853658536585,-0.1
Pennsylvania,Morning Consult,-0.3,Jill Stein,0,993,9/19/24,9/25/24,41,0.024390243902439025,-7.265853658536585,-0.1
Pennsylvania,Morning Consult,-0.3,Chase Oliver,4,993,9/19/24,9/25/24,41,0.024390243902439025,-7.265853658536585,-0.1
Pennsylvania,Morning Consult,-0.3,Kamala Harris,49,993,9/19/24,9/25/24,41,0.024390243902439025,-7.265853658536585,-0.1
Pennsylvania,Morning Consult,-0.3,Donald Trump,46,993,9/19/24,9/25/24,41,0.024390243902439025,-7.265853658536585,-0.1
Pennsylvania,Morning Consult,-0.3,Kamala Harris,51,924,9/19/24,9/25/24,41,0.024390243902439025,-6.760975609756097,-0.1
Pennsylvania,Morning Consult,-0.3,Donald Trump,45,924,9/19/24,9/25/24,41,0.024390243902439025,-6.760975609756097,-0.1
Pennsylvania,Morning Consult,-0.3,Jill Stein,0,924,9/19/24,9/25/24,41,0.024390243902439025,-6.760975609756097,-0.1
Pennsylvania,Morning Consult,-0.3,Chase Oliver,3,924,9/19/24,9/25/24,41,0.024390243902439025,-6.760975609756097,-0.1
Pennsylvania,Morning Consult,-0.3,Kamala Harris,51,924,9/19/24,9/25/24,41,0.024390243902439025,-6.760975609756097,-0.1
Pennsylvania,Morning Consult,-0.3,Donald Trump,46,924,9/19/24,9/25/24,41,0.024390243902439025,-6.760975609756097,-0.1
Wisconsin,Morning Consult,-0.3,Kamala Harris,49,849,9/19/24,9/25/24,41,0.024390243902439025,-6.212195121951219,-0.1
Wisconsin,Morning Consult,-0.3,Donald Trump,47,849,9/19/24,9/25/24,41,0.024390243902439025,-6.212195121951219,-0.1
Wisconsin,Morning Consult,-0.3,Jill Stein,1,849,9/19/24,9/25/24,41,0.024390243902439025,-6.212195121951219,-0.1
Wisconsin,Morning Consult,-0.3,Chase Oliver,2,849,9/19/24,9/25/24,41,0.024390243902439025,-6.212195121951219,-0.1
Wisconsin,Morning Consult,-0.3,Kamala Harris,50,849,9/19/24,9/25/24,41,0.024390243902439025,-6.212195121951219,-0.1
Wisconsin,Morning Consult,-0.3,Donald Trump,48,849,9/19/24,9/25/24,41,0.024390243902439025,-6.212195121951219,-0.1
Wisconsin,Morning Consult,-0.3,Kamala Harris,50,785,9/19/24,9/25/24,41,0.024390243902439025,-5.7439024390243905,-0.1
Wisconsin,Morning Consult,-0.3,Donald Trump,47,785,9/19/24,9/25/24,41,0.024390243902439025,-5.7439024390243905,-0.1
Wisconsin,Morning Consult,-0.3,Jill Stein,0,785,9/19/24,9/25/24,41,0.024390243902439025,-5.7439024390243905,-0.1
Wisconsin,Morning Consult,-0.3,Chase Oliver,1,785,9/19/24,9/25/24,41,0.024390243902439025,-5.7439024390243905,-0.1
Wisconsin,Morning Consult,-0.3,Kamala Harris,51,785,9/19/24,9/25/24,41,0.024390243902439025,-5.7439024390243905,-0.1
Wisconsin,Morning Consult,-0.3,Donald Trump,48,785,9/19/24,9/25/24,41,0.024390243902439025,-5.7439024390243905,-0.1
Virginia,Virginia Commonwealth University L. Douglas Wilder School of Government and Public Affairs,-0.1,Kamala Harris,43,832,9/16/24,9/25/24,41,0.024390243902439025,-2.029268292682927,-0
Virginia,Virginia Commonwealth University L. Douglas Wilder School of Government and Public Affairs,-0.1,Donald Trump,37,832,9/16/24,9/25/24,41,0.024390243902439025,-2.029268292682927,-0
Virginia,Virginia Commonwealth University L. Douglas Wilder School of Government and Public Affairs,-0.1,Cornel West,3,832,9/16/24,9/25/24,41,0.024390243902439025,-2.029268292682927,-0
Virginia,Virginia Commonwealth University L. Douglas Wilder School of Government and Public Affairs,-0.1,Jill Stein,1,832,9/16/24,9/25/24,41,0.024390243902439025,-2.029268292682927,-0
Virginia,Virginia Commonwealth University L. Douglas Wilder School of Government and Public Affairs,-0.1,Kamala Harris,47.4,762,9/16/24,9/25/24,41,0.024390243902439025,-1.8585365853658538,-0
Virginia,Virginia Commonwealth University L. Douglas Wilder School of Government and Public Affairs,-0.1,Donald Trump,36.6,762,9/16/24,9/25/24,41,0.024390243902439025,-1.8585365853658538,-0
Virginia,Virginia Commonwealth University L. Douglas Wilder School of Government and Public Affairs,-0.1,Cornel West,1.8,762,9/16/24,9/25/24,41,0.024390243902439025,-1.8585365853658538,-0
Virginia,Virginia Commonwealth University L. Douglas Wilder School of Government and Public Affairs,-0.1,Jill Stein,0.8,762,9/16/24,9/25/24,41,0.024390243902439025,-1.8585365853658538,-0
Texas,Emerson College,-1.1,Kamala Harris,46.7,950,9/22/24,9/24/24,42,0.023809523809523808,-24.88095238095238,-0.2
Texas,Emerson College,-1.1,Donald Trump,52.3,950,9/22/24,9/24/24,42,0.023809523809523808,-24.88095238095238,-0.2
Virginia,Emerson College,-1.1,Kamala Harris,52.7,860,9/22/24,9/24/24,42,0.023809523809523808,-22.523809523809526,-0.2
Virginia,Emerson College,-1.1,Donald Trump,46.2,860,9/22/24,9/24/24,42,0.023809523809523808,-22.523809523809526,-0.2
