state,voter_id,age,gender,candidate_preference,pollster_rating_name,pollscore,sample_size,days_to_election
Hawaii,7715,83,Male,Harris,RMG Research,-0.4,747,1
Hawaii,7716,61,Male,Trump,RMG Research,-0.4,647,9
Hawaii,7717,74,Female,Harris,RMG Research,-0.3,726,29
Hawaii,7718,99,Male,Harris,RMG Research,-0.4,577,3
Hawaii,7719,72,Other,Trump,InsiderAdvantage,-0.4,722,27
Hawaii,7720,23,Male,Trump,RMG Research,-0.4,885,7
Hawaii,7721,76,Female,Trump,RMG Research,-0.4,834,6
Hawaii,7722,68,Female,Trump,InsiderAdvantage,-0.4,656,20
Hawaii,7723,31,Female,Harris,InsiderAdvantage,-0.4,555,12
Hawaii,7724,30,Male,Trump,InsiderAdvantage,-0.3,523,25
Hawaii,7725,18,Male,Harris,InsiderAdvantage,-0.3,722,4
Hawaii,7726,23,Male,Harris,InsiderAdvantage,-0.3,926,22
Hawaii,7727,39,Male,Trump,InsiderAdvantage,-0.3,984,1
Hawaii,7728,77,Female,Harris,InsiderAdvantage,-0.4,807,12
Hawaii,7729,65,Male,Trump,InsiderAdvantage,-0.3,931,17
Hawaii,7730,39,Male,Trump,InsiderAdvantage,-0.4,717,21
Hawaii,7731,93,Male,Harris,InsiderAdvantage,-0.4,655,19
Hawaii,7732,59,Female,Harris,RMG Research,-0.4,890,3
Hawaii,7733,69,Female,Trump,InsiderAdvantage,-0.4,687,14
Hawaii,7734,78,Female,Harris,RMG Research,-0.3,743,11
Hawaii,7735,93,Female,Trump,RMG Research,-0.3,523,15
Hawaii,7736,92,Female,Trump,RMG Research,-0.4,515,25
Hawaii,7737,93,Female,Harris,RMG Research,-0.3,889,8
Hawaii,7738,19,Female,Harris,InsiderAdvantage,-0.3,690,17
Hawaii,7739,62,Female,Harris,RMG Research,-0.4,804,30
Hawaii,7740,19,Female,Trump,InsiderAdvantage,-0.3,616,26
Hawaii,7741,78,Male,Trump,InsiderAdvantage,-0.3,559,13
Hawaii,7742,71,Female,Harris,RMG Research,-0.3,607,21
Hawaii,7743,37,Female,Harris,RMG Research,-0.3,633,9
Hawaii,7744,39,Male,Trump,InsiderAdvantage,-0.3,682,3
Hawaii,7745,57,Male,Trump,InsiderAdvantage,-0.4,817,24
Hawaii,7746,79,Male,Harris,RMG Research,-0.4,973,27
Hawaii,7747,25,Male,Harris,RMG Research,-0.3,885,22
Hawaii,7748,54,Male,Harris,InsiderAdvantage,-0.3,841,14
Hawaii,7749,20,Female,Trump,InsiderAdvantage,-0.3,933,26
Hawaii,7750,40,Female,Trump,InsiderAdvantage,-0.3,865,4
Hawaii,7751,52,Male,Harris,InsiderAdvantage,-0.4,606,9
Hawaii,7752,98,Other,Trump,InsiderAdvantage,-0.3,539,22
Hawaii,7753,77,Female,Harris,RMG Research,-0.4,542,18
Hawaii,7754,57,Female,Trump,InsiderAdvantage,-0.3,682,30
Hawaii,7755,75,Female,Trump,RMG Research,-0.3,725,12
Hawaii,7756,73,Male,Harris,RMG Research,-0.4,969,8
Hawaii,7757,76,Female,Trump,RMG Research,-0.3,537,26
Hawaii,7758,34,Male,Harris,RMG Research,-0.3,982,26
Hawaii,7759,18,Female,Trump,RMG Research,-0.4,510,14
Hawaii,7760,70,Female,Trump,RMG Research,-0.3,641,5
Hawaii,7761,76,Male,Trump,InsiderAdvantage,-0.4,884,10
Hawaii,7762,23,Male,Harris,RMG Research,-0.3,710,10
Hawaii,7763,21,Female,Trump,RMG Research,-0.3,566,6
Hawaii,7764,51,Male,Harris,InsiderAdvantage,-0.4,769,24
Hawaii,7765,80,Male,Trump,InsiderAdvantage,-0.4,502,8
Hawaii,7766,49,Female,Harris,RMG Research,-0.3,760,23
Hawaii,7767,83,Male,Harris,InsiderAdvantage,-0.4,711,9
Hawaii,7768,71,Male,Harris,RMG Research,-0.4,843,18
Hawaii,7769,72,Female,Harris,RMG Research,-0.3,822,14
Hawaii,7770,92,Female,Trump,RMG Research,-0.3,968,10
Hawaii,7771,85,Female,Trump,RMG Research,-0.4,713,19
Hawaii,7772,27,Female,Trump,RMG Research,-0.3,623,3
Hawaii,7773,45,Male,Trump,InsiderAdvantage,-0.3,510,18
Hawaii,7774,60,Male,Harris,InsiderAdvantage,-0.3,718,6
Hawaii,7775,64,Male,Harris,InsiderAdvantage,-0.3,920,30
Hawaii,7776,37,Female,Trump,InsiderAdvantage,-0.4,918,28
Hawaii,7777,69,Female,Harris,InsiderAdvantage,-0.4,996,10
Hawaii,7778,84,Male,Harris,InsiderAdvantage,-0.4,536,13
Hawaii,7779,60,Male,Trump,InsiderAdvantage,-0.4,672,4
Hawaii,7780,95,Female,Harris,RMG Research,-0.3,616,27
Hawaii,7781,62,Female,Trump,RMG Research,-0.4,537,12
Hawaii,7782,44,Male,Trump,InsiderAdvantage,-0.3,534,27
Hawaii,7783,63,Male,Harris,RMG Research,-0.3,945,16
Hawaii,7784,44,Male,Harris,RMG Research,-0.3,907,30
Hawaii,7785,24,Female,Harris,InsiderAdvantage,-0.3,843,9
Hawaii,7786,45,Male,Trump,InsiderAdvantage,-0.4,724,29
Hawaii,7787,82,Female,Trump,InsiderAdvantage,-0.4,671,16
Hawaii,7788,76,Male,Harris,InsiderAdvantage,-0.3,554,17
Hawaii,7789,45,Male,Trump,RMG Research,-0.4,508,3
Hawaii,7790,19,Male,Harris,RMG Research,-0.3,853,18
Hawaii,7791,68,Female,Harris,InsiderAdvantage,-0.3,943,20
Hawaii,7792,93,Female,Trump,RMG Research,-0.4,640,13
Hawaii,7793,21,Male,Trump,InsiderAdvantage,-0.4,859,18
Hawaii,7794,21,Female,Harris,InsiderAdvantage,-0.4,845,16
Hawaii,7795,76,Female,Trump,InsiderAdvantage,-0.3,843,10
Hawaii,7796,46,Male,Trump,RMG Research,-0.3,963,9
Hawaii,7797,23,Male,Harris,RMG Research,-0.4,654,30
Hawaii,7798,46,Male,Trump,RMG Research,-0.3,513,18
Hawaii,7799,61,Female,Trump,RMG Research,-0.3,541,28
Hawaii,7800,52,Male,Harris,InsiderAdvantage,-0.4,719,12
Hawaii,7801,54,Female,Trump,InsiderAdvantage,-0.3,529,8
Hawaii,7802,69,Male,Trump,InsiderAdvantage,-0.4,742,12
Hawaii,7803,25,Female,Trump,RMG Research,-0.4,998,16
Hawaii,7804,31,Female,Trump,RMG Research,-0.3,997,28
Hawaii,7805,91,Female,Trump,RMG Research,-0.4,813,27
Hawaii,7806,60,Male,Harris,RMG Research,-0.4,964,17
Hawaii,7807,69,Female,Trump,RMG Research,-0.4,546,6
Hawaii,7808,60,Female,Harris,InsiderAdvantage,-0.3,605,29
Hawaii,7809,53,Female,Harris,RMG Research,-0.3,596,4
Hawaii,7810,53,Male,Trump,RMG Research,-0.3,627,21
Hawaii,7811,62,Female,Harris,RMG Research,-0.3,626,4
Hawaii,7812,43,Male,Trump,InsiderAdvantage,-0.3,839,11
Hawaii,7813,83,Male,Trump,InsiderAdvantage,-0.3,609,30
Hawaii,7814,81,Male,Harris,InsiderAdvantage,-0.3,687,28
Hawaii,7815,63,Male,Trump,RMG Research,-0.4,702,5
Hawaii,7816,42,Female,Trump,RMG Research,-0.3,831,11
Hawaii,7817,63,Male,Harris,RMG Research,-0.4,603,1
Hawaii,7818,92,Female,Trump,InsiderAdvantage,-0.4,981,24
Hawaii,7819,82,Male,Trump,RMG Research,-0.4,769,23
Hawaii,7820,27,Female,Trump,RMG Research,-0.4,988,9
Hawaii,7821,46,Male,Harris,RMG Research,-0.4,506,24
Hawaii,7822,45,Female,Trump,RMG Research,-0.3,908,17
Hawaii,7823,31,Female,Trump,RMG Research,-0.3,786,28
Hawaii,7824,33,Female,Trump,InsiderAdvantage,-0.4,677,2
Hawaii,7825,97,Female,Trump,RMG Research,-0.3,620,24
Hawaii,7826,52,Male,Harris,InsiderAdvantage,-0.3,669,13
Hawaii,7827,74,Female,Harris,RMG Research,-0.4,597,27
Hawaii,7828,89,Other,Harris,RMG Research,-0.4,711,15
Hawaii,7829,25,Male,Trump,RMG Research,-0.4,655,14
Hawaii,7830,67,Female,Trump,RMG Research,-0.4,628,30
Hawaii,7831,57,Male,Trump,InsiderAdvantage,-0.3,856,4
Hawaii,7832,44,Male,Harris,RMG Research,-0.3,613,3
Hawaii,7833,19,Other,Trump,InsiderAdvantage,-0.4,669,10
Hawaii,7834,70,Female,Trump,InsiderAdvantage,-0.3,637,25
Hawaii,7835,57,Female,Trump,RMG Research,-0.3,854,3
Hawaii,7836,39,Male,Trump,InsiderAdvantage,-0.3,501,9
Hawaii,7837,32,Male,Harris,RMG Research,-0.4,604,18
Hawaii,7838,53,Male,Harris,InsiderAdvantage,-0.3,957,11
Hawaii,7839,54,Female,Trump,RMG Research,-0.3,769,2
Hawaii,7840,98,Male,Trump,RMG Research,-0.4,967,20
Hawaii,7841,74,Female,Trump,RMG Research,-0.4,886,9
Hawaii,7842,84,Female,Trump,RMG Research,-0.3,574,23
Hawaii,7843,48,Female,Harris,RMG Research,-0.3,722,10
Hawaii,7844,37,Male,Trump,InsiderAdvantage,-0.3,534,26
Hawaii,7845,22,Male,Trump,RMG Research,-0.4,859,20
Hawaii,7846,26,Female,Trump,InsiderAdvantage,-0.3,948,7
Hawaii,7847,71,Female,Trump,RMG Research,-0.4,873,18
Hawaii,7848,47,Female,Harris,InsiderAdvantage,-0.4,994,24
Hawaii,7849,85,Female,Harris,RMG Research,-0.4,637,6
Hawaii,7850,65,Male,Harris,InsiderAdvantage,-0.3,822,3
Hawaii,7851,55,Female,Trump,InsiderAdvantage,-0.3,617,17
Hawaii,7852,48,Female,Harris,RMG Research,-0.4,582,2
Hawaii,7853,55,Male,Trump,RMG Research,-0.3,604,20
Hawaii,7854,32,Male,Harris,InsiderAdvantage,-0.4,653,3
Hawaii,7855,18,Male,Trump,InsiderAdvantage,-0.3,910,7
Hawaii,7856,86,Female,Trump,InsiderAdvantage,-0.3,658,26
Hawaii,7857,76,Male,Trump,InsiderAdvantage,-0.4,647,3
Hawaii,7858,33,Female,Harris,RMG Research,-0.3,751,6
Hawaii,7859,26,Male,Harris,InsiderAdvantage,-0.4,739,3
Hawaii,7860,73,Female,Trump,RMG Research,-0.3,717,20
Hawaii,7861,100,Female,Harris,RMG Research,-0.3,571,28
Hawaii,7862,27,Female,Trump,InsiderAdvantage,-0.3,866,25
Hawaii,7863,30,Female,Harris,InsiderAdvantage,-0.3,748,23
Hawaii,7864,22,Other,Harris,InsiderAdvantage,-0.4,820,28
Hawaii,7865,79,Female,Harris,RMG Research,-0.3,593,6
Hawaii,7866,58,Female,Harris,RMG Research,-0.4,587,17
Hawaii,7867,66,Male,Trump,InsiderAdvantage,-0.3,526,9
Hawaii,7868,94,Male,Trump,RMG Research,-0.4,516,26
Hawaii,7869,64,Female,Harris,RMG Research,-0.4,929,17
Hawaii,7870,51,Female,Harris,RMG Research,-0.3,595,29
Hawaii,7871,23,Male,Harris,RMG Research,-0.3,627,23
Hawaii,7872,78,Male,Harris,RMG Research,-0.4,747,13
Hawaii,7873,46,Other,Trump,InsiderAdvantage,-0.4,640,30
Hawaii,7874,54,Male,Harris,InsiderAdvantage,-0.4,590,2
Hawaii,7875,69,Male,Harris,RMG Research,-0.3,626,27
Hawaii,7876,72,Male,Trump,RMG Research,-0.4,888,4
Hawaii,7877,69,Male,Trump,RMG Research,-0.4,919,8
Hawaii,7878,44,Male,Harris,RMG Research,-0.3,878,21
Hawaii,7879,74,Female,Trump,RMG Research,-0.3,539,2
Hawaii,7880,77,Female,Trump,InsiderAdvantage,-0.4,996,18
Hawaii,7881,43,Female,Trump,RMG Research,-0.3,882,30
Hawaii,7882,40,Female,Trump,RMG Research,-0.4,605,10
Hawaii,7883,75,Female,Trump,RMG Research,-0.3,848,30
Hawaii,7884,90,Male,Trump,InsiderAdvantage,-0.3,696,10
Hawaii,7885,92,Female,Trump,InsiderAdvantage,-0.4,988,21
Hawaii,7886,99,Female,Harris,RMG Research,-0.4,898,30
Hawaii,7887,60,Male,Trump,InsiderAdvantage,-0.4,771,30
Hawaii,7888,61,Female,Trump,RMG Research,-0.3,953,28
Hawaii,7889,77,Male,Trump,RMG Research,-0.3,976,25
Hawaii,7890,41,Male,Trump,InsiderAdvantage,-0.3,578,3
Hawaii,7891,19,Female,Harris,RMG Research,-0.3,752,23
Hawaii,7892,20,Male,Trump,RMG Research,-0.4,770,26
Hawaii,7893,48,Female,Trump,RMG Research,-0.3,919,17
Hawaii,7894,66,Male,Trump,RMG Research,-0.3,879,28
Hawaii,7895,25,Male,Trump,InsiderAdvantage,-0.3,892,9
Hawaii,7896,97,Female,Trump,InsiderAdvantage,-0.3,663,30
Hawaii,7897,83,Male,Harris,InsiderAdvantage,-0.3,624,18
Hawaii,7898,27,Male,Trump,RMG Research,-0.3,687,23
Hawaii,7899,78,Male,Harris,RMG Research,-0.4,810,23
Hawaii,7900,56,Female,Harris,InsiderAdvantage,-0.4,928,6
Hawaii,7901,100,Male,Trump,InsiderAdvantage,-0.4,562,19
Hawaii,7902,58,Male,Trump,RMG Research,-0.4,968,30
Hawaii,7903,64,Female,Harris,InsiderAdvantage,-0.3,950,27
Hawaii,7904,27,Female,Trump,InsiderAdvantage,-0.4,645,1
Hawaii,7905,36,Male,Harris,RMG Research,-0.3,837,9
Hawaii,7906,68,Male,Trump,RMG Research,-0.3,658,12
Hawaii,7907,95,Male,Trump,RMG Research,-0.3,603,3
Hawaii,7908,77,Female,Harris,InsiderAdvantage,-0.3,834,8
Hawaii,7909,41,Male,Harris,RMG Research,-0.3,649,13
Hawaii,7910,59,Female,Harris,InsiderAdvantage,-0.4,637,28
Hawaii,7911,62,Female,Trump,RMG Research,-0.3,936,19
Hawaii,7912,47,Male,Harris,RMG Research,-0.4,800,29
Hawaii,7913,76,Female,Trump,InsiderAdvantage,-0.3,814,10
Hawaii,7914,32,Male,Harris,RMG Research,-0.3,976,2
Hawaii,7915,24,Male,Harris,InsiderAdvantage,-0.4,921,11
Hawaii,7916,96,Female,Harris,InsiderAdvantage,-0.3,874,16
Hawaii,7917,52,Male,Harris,InsiderAdvantage,-0.3,701,13
Hawaii,7918,47,Male,Harris,RMG Research,-0.4,931,4
Hawaii,7919,80,Female,Trump,RMG Research,-0.3,878,28
Hawaii,7920,59,Female,Trump,RMG Research,-0.3,860,4
Hawaii,7921,36,Male,Harris,InsiderAdvantage,-0.3,862,25
Hawaii,7922,74,Male,Harris,RMG Research,-0.4,918,28
Hawaii,7923,44,Male,Trump,InsiderAdvantage,-0.4,926,15
Hawaii,7924,100,Female,Harris,InsiderAdvantage,-0.4,823,26
Hawaii,7925,64,Male,Harris,RMG Research,-0.3,660,3
Hawaii,7926,82,Male,Harris,InsiderAdvantage,-0.4,588,25
Hawaii,7927,52,Female,Trump,RMG Research,-0.4,505,22
Hawaii,7928,83,Male,Trump,RMG Research,-0.3,623,21
Hawaii,7929,80,Male,Harris,InsiderAdvantage,-0.3,731,5
Hawaii,7930,27,Female,Harris,RMG Research,-0.4,770,10
Hawaii,7931,53,Male,Harris,RMG Research,-0.3,814,10
Hawaii,7932,91,Male,Trump,RMG Research,-0.3,561,17
Hawaii,7933,33,Male,Harris,InsiderAdvantage,-0.3,536,29
Hawaii,7934,59,Female,Trump,RMG Research,-0.4,509,27
Hawaii,7935,91,Female,Harris,RMG Research,-0.3,867,21
Hawaii,7936,61,Male,Harris,InsiderAdvantage,-0.3,675,7
Hawaii,7937,43,Male,Harris,InsiderAdvantage,-0.4,746,10
Hawaii,7938,44,Male,Trump,RMG Research,-0.3,885,5
Hawaii,7939,100,Other,Harris,InsiderAdvantage,-0.4,827,16
Hawaii,7940,85,Female,Trump,InsiderAdvantage,-0.3,678,28
Hawaii,7941,89,Female,Harris,InsiderAdvantage,-0.3,969,6
Hawaii,7942,99,Male,Trump,InsiderAdvantage,-0.4,984,29
Hawaii,7943,43,Male,Harris,RMG Research,-0.4,581,26
Hawaii,7944,71,Female,Trump,InsiderAdvantage,-0.3,544,16
Hawaii,7945,81,Male,Harris,InsiderAdvantage,-0.4,635,1
Hawaii,7946,61,Male,Harris,RMG Research,-0.4,791,21
Hawaii,7947,51,Female,Trump,RMG Research,-0.4,814,14
Hawaii,7948,22,Male,Trump,RMG Research,-0.3,567,17
Hawaii,7949,74,Female,Trump,RMG Research,-0.4,575,11
Hawaii,7950,90,Female,Harris,RMG Research,-0.3,953,27
Hawaii,7951,20,Male,Harris,InsiderAdvantage,-0.4,675,24
Hawaii,7952,18,Male,Trump,RMG Research,-0.4,688,17
Hawaii,7953,54,Male,Trump,RMG Research,-0.4,870,11
Hawaii,7954,96,Male,Harris,InsiderAdvantage,-0.4,662,29
Hawaii,7955,31,Female,Trump,InsiderAdvantage,-0.3,956,26
Hawaii,7956,83,Female,Trump,RMG Research,-0.4,622,28
Hawaii,7957,32,Female,Harris,InsiderAdvantage,-0.4,676,20
Hawaii,7958,70,Male,Harris,InsiderAdvantage,-0.4,665,15
Hawaii,7959,50,Female,Trump,RMG Research,-0.3,710,7
Hawaii,7960,72,Male,Harris,InsiderAdvantage,-0.4,890,17
Hawaii,7961,82,Female,Trump,RMG Research,-0.4,541,13
Hawaii,7962,96,Female,Trump,InsiderAdvantage,-0.3,609,13
Hawaii,7963,38,Female,Trump,InsiderAdvantage,-0.3,521,4
Hawaii,7964,38,Other,Trump,RMG Research,-0.4,699,17
Hawaii,7965,23,Male,Harris,RMG Research,-0.4,500,1
Hawaii,7966,86,Female,Trump,InsiderAdvantage,-0.4,625,11
Hawaii,7967,70,Female,Trump,InsiderAdvantage,-0.3,523,13
Hawaii,7968,52,Other,Harris,InsiderAdvantage,-0.4,800,30
Hawaii,7969,60,Female,Harris,RMG Research,-0.4,654,30
Hawaii,7970,52,Female,Trump,RMG Research,-0.3,959,22
Hawaii,7971,88,Female,Trump,RMG Research,-0.4,891,20
Hawaii,7972,21,Female,Trump,InsiderAdvantage,-0.4,725,25
Hawaii,7973,22,Male,Harris,RMG Research,-0.3,899,6
Hawaii,7974,83,Male,Harris,RMG Research,-0.4,691,16
Hawaii,7975,56,Female,Trump,InsiderAdvantage,-0.4,637,27
Hawaii,7976,74,Female,Harris,InsiderAdvantage,-0.3,814,22
Hawaii,7977,22,Female,Harris,InsiderAdvantage,-0.4,952,25
Hawaii,7978,52,Female,Harris,RMG Research,-0.3,886,8
Hawaii,7979,54,Female,Harris,RMG Research,-0.4,824,27
Hawaii,7980,88,Male,Trump,InsiderAdvantage,-0.3,621,29
Hawaii,7981,97,Female,Trump,InsiderAdvantage,-0.4,536,10
Hawaii,7982,25,Female,Harris,InsiderAdvantage,-0.4,686,5
Hawaii,7983,81,Female,Harris,RMG Research,-0.4,889,9
Hawaii,7984,63,Female,Harris,RMG Research,-0.4,894,10
Hawaii,7985,55,Male,Trump,RMG Research,-0.4,757,15
Hawaii,7986,72,Female,Harris,RMG Research,-0.4,811,16
Hawaii,7987,93,Male,Harris,InsiderAdvantage,-0.3,980,30
Hawaii,7988,85,Female,Harris,RMG Research,-0.4,538,17
Hawaii,7989,72,Female,Harris,RMG Research,-0.3,862,19
Hawaii,7990,81,Male,Trump,InsiderAdvantage,-0.3,812,8
Hawaii,7991,46,Female,Harris,InsiderAdvantage,-0.4,934,17
Hawaii,7992,26,Male,Trump,RMG Research,-0.3,660,30
Hawaii,7993,25,Male,Trump,InsiderAdvantage,-0.3,508,7
Hawaii,7994,69,Male,Harris,InsiderAdvantage,-0.4,557,24
Hawaii,7995,89,Male,Harris,RMG Research,-0.4,890,14
Hawaii,7996,53,Female,Harris,InsiderAdvantage,-0.4,680,16
Hawaii,7997,23,Female,Harris,RMG Research,-0.3,678,17
Hawaii,7998,43,Male,Trump,InsiderAdvantage,-0.4,663,26
Hawaii,7999,72,Female,Trump,RMG Research,-0.3,866,7
Hawaii,8000,91,Female,Harris,InsiderAdvantage,-0.3,709,13
Hawaii,8001,59,Male,Trump,RMG Research,-0.4,637,3
Hawaii,8002,90,Male,Trump,InsiderAdvantage,-0.4,538,22
Hawaii,8003,27,Male,Trump,InsiderAdvantage,-0.4,524,2
Hawaii,8004,94,Female,Harris,InsiderAdvantage,-0.4,651,19
Hawaii,8005,93,Male,Trump,InsiderAdvantage,-0.4,956,13
Hawaii,8006,97,Male,Trump,InsiderAdvantage,-0.4,653,27
Hawaii,8007,54,Male,Trump,RMG Research,-0.3,914,18
Hawaii,8008,90,Female,Harris,RMG Research,-0.3,667,30
Hawaii,8009,35,Male,Trump,InsiderAdvantage,-0.3,772,12
Hawaii,8010,22,Male,Harris,RMG Research,-0.4,578,1
Hawaii,8011,20,Female,Harris,RMG Research,-0.3,982,2
Hawaii,8012,23,Male,Trump,RMG Research,-0.4,663,8
Hawaii,8013,79,Female,Harris,InsiderAdvantage,-0.3,989,12
Hawaii,8014,88,Male,Trump,InsiderAdvantage,-0.3,590,18
Hawaii,8015,58,Male,Harris,InsiderAdvantage,-0.3,809,29
Hawaii,8016,31,Male,Harris,InsiderAdvantage,-0.3,968,11
Hawaii,8017,30,Other,Harris,RMG Research,-0.4,828,2
Hawaii,8018,19,Female,Harris,RMG Research,-0.3,596,25
Hawaii,8019,78,Female,Harris,RMG Research,-0.3,661,16
Hawaii,8020,26,Male,Trump,RMG Research,-0.3,818,18
Hawaii,8021,76,Female,Harris,InsiderAdvantage,-0.4,515,1
Hawaii,8022,30,Female,Trump,RMG Research,-0.4,789,15
Hawaii,8023,28,Female,Trump,InsiderAdvantage,-0.3,761,10
Hawaii,8024,62,Male,Harris,RMG Research,-0.4,752,14
Hawaii,8025,28,Female,Trump,InsiderAdvantage,-0.3,711,2
Hawaii,8026,78,Male,Harris,RMG Research,-0.3,915,13
Hawaii,8027,96,Other,Trump,InsiderAdvantage,-0.3,659,12
Hawaii,8028,31,Male,Trump,InsiderAdvantage,-0.3,512,28
Hawaii,8029,42,Male,Harris,InsiderAdvantage,-0.4,692,30
Hawaii,8030,30,Male,Harris,InsiderAdvantage,-0.4,863,24
Hawaii,8031,85,Male,Harris,RMG Research,-0.3,625,23
Hawaii,8032,24,Male,Harris,RMG Research,-0.4,895,25
Hawaii,8033,65,Female,Harris,RMG Research,-0.4,961,5
Hawaii,8034,49,Male,Harris,InsiderAdvantage,-0.3,704,29
Hawaii,8035,68,Other,Harris,RMG Research,-0.4,885,7
Hawaii,8036,39,Female,Harris,RMG Research,-0.4,680,24
Hawaii,8037,44,Male,Harris,RMG Research,-0.3,768,1
Hawaii,8038,98,Male,Harris,InsiderAdvantage,-0.4,798,9
Hawaii,8039,73,Female,Trump,RMG Research,-0.4,685,4
Hawaii,8040,84,Male,Harris,InsiderAdvantage,-0.3,842,27
Hawaii,8041,29,Female,Harris,RMG Research,-0.3,835,17
Hawaii,8042,46,Male,Trump,RMG Research,-0.3,595,29
Hawaii,8043,77,Female,Harris,RMG Research,-0.4,885,4
Hawaii,8044,91,Male,Harris,InsiderAdvantage,-0.4,869,8
Hawaii,8045,46,Male,Trump,InsiderAdvantage,-0.4,653,18
Hawaii,8046,24,Female,Trump,RMG Research,-0.3,549,10
Hawaii,8047,61,Male,Trump,RMG Research,-0.3,786,25
Hawaii,8048,92,Female,Harris,InsiderAdvantage,-0.4,830,8
Hawaii,8049,76,Female,Trump,InsiderAdvantage,-0.4,626,12
Hawaii,8050,22,Female,Harris,RMG Research,-0.4,576,20
Hawaii,8051,60,Male,Trump,RMG Research,-0.4,905,13
Hawaii,8052,72,Male,Harris,InsiderAdvantage,-0.3,814,19
Hawaii,8053,97,Male,Harris,InsiderAdvantage,-0.3,807,18
Hawaii,8054,19,Female,Trump,RMG Research,-0.3,982,5
Hawaii,8055,92,Male,Harris,RMG Research,-0.4,974,6
Hawaii,8056,67,Male,Harris,InsiderAdvantage,-0.3,859,13
Hawaii,8057,74,Male,Harris,RMG Research,-0.4,909,2
Hawaii,8058,98,Male,Trump,RMG Research,-0.3,923,30
Hawaii,8059,33,Female,Trump,InsiderAdvantage,-0.3,530,26
Hawaii,8060,18,Female,Trump,RMG Research,-0.3,694,10
Hawaii,8061,18,Female,Harris,RMG Research,-0.3,797,26
Hawaii,8062,32,Other,Harris,InsiderAdvantage,-0.3,859,10
Hawaii,8063,23,Other,Harris,RMG Research,-0.4,728,12
Hawaii,8064,23,Male,Harris,RMG Research,-0.3,631,21
Hawaii,8065,32,Female,Harris,InsiderAdvantage,-0.4,785,27
Hawaii,8066,49,Female,Trump,RMG Research,-0.3,919,6
Hawaii,8067,22,Male,Trump,RMG Research,-0.3,591,12
Hawaii,8068,30,Female,Trump,RMG Research,-0.4,614,22
Hawaii,8069,69,Female,Trump,InsiderAdvantage,-0.3,543,16
Hawaii,8070,71,Female,Harris,RMG Research,-0.3,853,27
Hawaii,8071,20,Female,Harris,RMG Research,-0.4,606,30
Hawaii,8072,40,Female,Harris,InsiderAdvantage,-0.4,887,14
Hawaii,8073,80,Male,Harris,InsiderAdvantage,-0.4,798,23
Hawaii,8074,43,Male,Harris,InsiderAdvantage,-0.3,830,15
Hawaii,8075,36,Female,Harris,InsiderAdvantage,-0.4,531,28
Hawaii,8076,30,Male,Harris,InsiderAdvantage,-0.4,729,23
Hawaii,8077,91,Female,Trump,InsiderAdvantage,-0.4,857,23
Hawaii,8078,74,Male,Trump,InsiderAdvantage,-0.3,891,13
Hawaii,8079,93,Male,Trump,InsiderAdvantage,-0.3,536,6
Hawaii,8080,39,Other,Harris,RMG Research,-0.4,781,18
Hawaii,8081,35,Male,Harris,InsiderAdvantage,-0.4,847,19
Hawaii,8082,53,Female,Trump,InsiderAdvantage,-0.4,969,27
Hawaii,8083,97,Other,Harris,RMG Research,-0.4,973,28
Hawaii,8084,74,Female,Harris,InsiderAdvantage,-0.3,688,24
Hawaii,8085,56,Male,Harris,InsiderAdvantage,-0.3,559,28
Hawaii,8086,57,Male,Trump,RMG Research,-0.3,573,14
Hawaii,8087,54,Female,Trump,RMG Research,-0.3,928,25
Hawaii,8088,43,Male,Harris,RMG Research,-0.4,875,2
Hawaii,8089,75,Male,Harris,InsiderAdvantage,-0.3,771,9
Hawaii,8090,20,Female,Harris,InsiderAdvantage,-0.4,798,3
Hawaii,8091,30,Male,Harris,RMG Research,-0.4,671,16
Hawaii,8092,35,Female,Trump,RMG Research,-0.3,860,2
Hawaii,8093,20,Female,Trump,InsiderAdvantage,-0.3,997,3
Hawaii,8094,52,Female,Trump,InsiderAdvantage,-0.4,679,7
Hawaii,8095,38,Male,Trump,RMG Research,-0.4,1000,11
Hawaii,8096,84,Female,Trump,InsiderAdvantage,-0.3,652,7
Hawaii,8097,55,Male,Trump,RMG Research,-0.3,791,30
Hawaii,8098,98,Male,Harris,InsiderAdvantage,-0.3,586,11
Hawaii,8099,28,Male,Harris,InsiderAdvantage,-0.3,708,26
Hawaii,8100,91,Male,Harris,RMG Research,-0.4,789,11
Hawaii,8101,77,Male,Harris,RMG Research,-0.4,636,5
Hawaii,8102,61,Female,Trump,InsiderAdvantage,-0.4,932,7
Hawaii,8103,71,Female,Trump,RMG Research,-0.3,502,14
Hawaii,8104,79,Female,Trump,RMG Research,-0.4,682,25
Hawaii,8105,61,Female,Harris,InsiderAdvantage,-0.4,719,17
Hawaii,8106,30,Male,Trump,RMG Research,-0.4,754,5
Hawaii,8107,27,Male,Trump,InsiderAdvantage,-0.3,781,25
Hawaii,8108,34,Male,Trump,InsiderAdvantage,-0.4,605,28
Hawaii,8109,48,Male,Harris,InsiderAdvantage,-0.3,906,22
Hawaii,8110,50,Male,Trump,RMG Research,-0.4,845,22
Hawaii,8111,54,Female,Harris,InsiderAdvantage,-0.3,672,11
Hawaii,8112,31,Male,Harris,RMG Research,-0.3,707,25
Hawaii,8113,34,Male,Trump,InsiderAdvantage,-0.3,856,17
